id,parent_id,created_time,message
1583451491784564_1583817295081317,426895610773497_1583451491784564,2018-04-17T20:23:21+0000,Don’t worry after Karnataka elections things will fall back in place
1583451491784564_1583716381758075,426895610773497_1583451491784564,2018-04-17T17:53:54+0000,"Janta ne khud sar okhli mein diya hai
Yeh neta blame game hi khelenge saare koi bhi ho kisi bhi party ka ho"
1583451491784564_1583727738423606,426895610773497_1583451491784564,2018-04-17T18:07:11+0000,Opposition is hoarding all 2000 notes pls. activate gps and catch them pink handed...😂😂😂
1583451491784564_1583727308423649,426895610773497_1583451491784564,2018-04-17T18:06:31+0000,"Pls come to my city , we have sufficient cash !"
1583451491784564_1583702398426140,426895610773497_1583451491784564,2018-04-17T17:34:25+0000,"Finally one dream comes true for Modi, cashless India 🇮🇳"
1583451491784564_1583780831751630,426895610773497_1583451491784564,2018-04-17T19:27:35+0000,I want to talk to Mr. PM. What shall I do??
1583451491784564_1583719575091089,426895610773497_1583451491784564,2018-04-17T17:58:17+0000,Padosi mulk ka hath may be
1583451491784564_1583757231753990,426895610773497_1583451491784564,2018-04-17T18:49:17+0000,Mody.. Modi.. Money
1583451491784564_1583722625090784,426895610773497_1583451491784564,2018-04-17T18:02:07+0000,Not again
1583451491784564_1583751408421239,426895610773497_1583451491784564,2018-04-17T18:39:44+0000,Ban 2000 note do din k andar saara paisa wapas aajayega😂
1583451491784564_1583732315089815,426895610773497_1583451491784564,2018-04-17T18:11:13+0000,"LOL before demo, cash circulation was below 18 lakh crore and now it has crossed that figure... phir bhi cash crunch... kitney laalchee hai Indians...😂😂😀😀"
1583451491784564_1583701011759612,426895610773497_1583451491784564,2018-04-17T17:32:23+0000,RBI said it's a logistics problem why are you posting all this bs from politicians
1583451491784564_1583713351758378,426895610773497_1583451491784564,2018-04-17T17:49:16+0000,It's non other than to divert the rape issue
1583451491784564_1583867525076294,426895610773497_1583451491784564,2018-04-17T21:48:06+0000,"These idiots are exposing themselves by relating their every failure to conspiracy against them, but who cares when you have blind supporters."
426895610773497_1583423475120699,NULL,2018-04-17T16:30:01+0000,"Vishal had said during interrogation that he was writing his exam at a centre in Khatauli, Muzaffarnagar during the time of the incident. Same was claimed by Jangrota’s parents.
CCTV footage submitted by the university have revealed that Vishal did not appear for the exam and a proxy candidate took the test on his behalf."
1583423475120699_1583665621763151,426895610773497_1583423475120699,2018-04-17T16:46:09+0000,Only u are giving the every update of dis case...showing what is fake n real.. Thanks
1583423475120699_1583675518428828,426895610773497_1583423475120699,2018-04-17T17:00:27+0000,"Crap.... Why J&K govt is running away from CBI enquiry. What they want to hide. Charge sheet of Crime branch J&K is bogus, all the lawyers r saying it is made up. From 3 months the villagers r protesting for CBI enquiry and why they r so afraid for CBI enquiry."
1583423475120699_1583653445097702,426895610773497_1583423475120699,2018-04-17T16:33:54+0000,One of the worst pages ever seen.
1583423475120699_1583667155096331,426895610773497_1583423475120699,2018-04-17T16:47:55+0000,"This page is so confident that the proxy candidate appeared for him, i believe the page has the CCTV footage and it will be published in next post.
This is the reason every1 in J&K is demanding CBI enquiry !"
1583423475120699_1583670688429311,426895610773497_1583423475120699,2018-04-17T16:53:07+0000,NARCO test they can easily make the reports in their favour as they did in the proxy exam.
1583423475120699_1583662425096804,426895610773497_1583423475120699,2018-04-17T16:42:09+0000,"How u people r so sure , don't consider urself  investigation agency or judge ...let's wait for proper enquiry and judgment.  Culprits should be hanged no matter who r they."
1583423475120699_1583663755096671,426895610773497_1583423475120699,2018-04-17T16:43:30+0000,"Too many speculations. Not good. If you have facts, pls state, else don't lead with ""might haves"". We already have enough misleading/twisted facts around this case. Lets not complicate matters by speculating. People need to know the facts (not quoted from some other media) that have been obtained first hand from the horses mouth.  If you can give that, great! If not, pls don't mislead for the sake of being secular."
1583423475120699_1583899481739765,426895610773497_1583423475120699,2018-04-17T22:56:50+0000,"Fake evidence started already. Soon it will be passed to CBI. The same CBI who couldn't stop any scams, same CBI who is working full time on raiding Arvind Kejriwal house and then finding nothing. The same CBI who comes under PM and then CBI will take years to investigate and then everyone will forget and guess what these criminals will be out soon!!!"
1583423475120699_1583734501756263,426895610773497_1583423475120699,2018-04-17T18:14:48+0000,Thank you TLI....in the last 3 days Sanghi propagandists have tried to distort the case. Case should NOT be given to CBI. J&K police has done a great job since BJP couldn't interfere
1583423475120699_1583653115097735,426895610773497_1583423475120699,2018-04-17T16:33:33+0000,Wait and watch how they divert the entire case... No one will be caught looks like... Just the person who tries to frame charges will be transferred..
1583423475120699_1583658968430483,426895610773497_1583423475120699,2018-04-17T16:39:43+0000,"Even if u try to escape from law, u can never escape from god...u will be definetly punished....karma punches u the same way as u did to the child....u will be terribely punished..."
1583423475120699_1583758461753867,426895610773497_1583423475120699,2018-04-17T18:51:03+0000,Dimple Krishnani doesn't matter you support modi or not. What matters is the fact that how things are handled in this case as you can see. How the modi government is bringing in caste and religion in this case. Unlike any other case it should be simpe and the accused should be punished. But no.. that's not what is happening because this is modi government
1583423475120699_1583657208430659,426895610773497_1583423475120699,2018-04-17T16:37:56+0000,"Case hai ya Abbas-Mastan ki movie. Itne twist. 
Not being judgemental. Let's wait till the laws unfold everything"
1583423475120699_1583684711761242,426895610773497_1583423475120699,2018-04-17T17:12:10+0000,"Where was the cctv footage revealed???  Never knew a crime branch in India called ""THE HINDU""can recover evidences and pass verdict on it. Please cut the crap"
1583423475120699_1583697371759976,426895610773497_1583423475120699,2018-04-17T17:27:10+0000,"If his father can be a master mind in the killing of innocent blood ..he can go to any extent, to protect his so called innocent son..# Justice for Ashifa #"
1583423475120699_1583766865086360,426895610773497_1583423475120699,2018-04-17T19:03:20+0000,"Dear Logical Indian.. I demand you to post the original cctv footage. Yes I can demand.. Because i don't trust media, social media, politics and religion games now, to be clear. 
Everyone including me wants justice for the girl. But at the same time if you are posting about the most sensitive case of the country please do it with proof, not to gain likes and comments.
If it's true thanks for the news it matters alot for the case."
1583423475120699_1583664068429973,426895610773497_1583423475120699,2018-04-17T16:44:05+0000,"Every thing is well planned, have we not seen the verdict in macca masjid blast case all will get acquitted soon."
1583423475120699_1583690658427314,426895610773497_1583423475120699,2018-04-17T17:18:54+0000,But you haven't showed that particular The Hindu article or video. You also refering in same way as other do.
1583423475120699_1583656528430727,426895610773497_1583423475120699,2018-04-17T16:37:01+0000,If the accused had really committed the crime then why would they have demanded narco test on them. Use your brain admin. Also the rally was not in support of rapist but for the demand of cbi inquiry
1583423475120699_1583669191762794,426895610773497_1583423475120699,2018-04-17T16:50:56+0000,"Stop doing Media Trials..........The Logical Indian (you are being illogical)

Let the judiciary take its own course of action and punish the people who does such rapes. As we all know, people on social media cannot decide who is the culprit and they should stop promoting rumors without having proper knowledge about the entire case. We all know, Govt of India doesnt promote these activities and it has been said loud and clear in all related communications. Whatever you might say, you have to go thru the judicial system of this country. Its time to fasten up the process of judicial system in the country............................"
1583423475120699_1583681691761544,426895610773497_1583423475120699,2018-04-17T17:08:03+0000,"Never before has a country been divided into - for the rapists and against the rapists ... in every case , everyone came together with the same chant ! But here , some miscreants are going out of their way to defend the accused !"
1583423475120699_1583664185096628,426895610773497_1583423475120699,2018-04-17T16:44:15+0000,He left his exam and planned everything so precisely so that he could rape a child!! Sahi harami hai
1583423475120699_1583659115097135,426895610773497_1583423475120699,2018-04-17T16:39:54+0000,I'm shocked to see how things are being blown out of proportion and facts being distorted just so these mentally deranged and sadistic people can get spared from being punished. Very sad!
1583423475120699_1583653525097694,426895610773497_1583423475120699,2018-04-17T16:33:57+0000,"Let's see, if justice being delivered or not, however the case has no confusion, entire country knows what happened with little girl and who committed it. Everyone has daughter/sister and wife, if one doesn't oppose aasifa rape and murder tomorrow it will happen with others too."
1583423475120699_1583917715071275,426895610773497_1583423475120699,2018-04-17T23:39:57+0000,"Samruddha Surendra Bhirad this says something about the localites demanding CBI enquiry...either they are fools or really genuine.

Irrespective of what , CBI has to play a role. But the localites claim that how can a student giving rape, is completely turning out a shallow argument"
426895610773497_1583478005115246,NULL,2018-04-17T16:00:01+0000,Chhattisgarh has taken back its direction to implement the SC's orders. Whereas many other states have issued informal notice regarding the same.
1583478005115246_1583707548425625,426895610773497_1583478005115246,2018-04-17T17:41:30+0000,Generals r responsible for poor & uneducated india. Thy did not let  others grow equally thts y india is beggging on world stage.
1583478005115246_1583702695092777,426895610773497_1583478005115246,2018-04-17T17:34:53+0000,"Govt's amendment has allowed general people to humilate these poor people. Whn govt passed this rule, offices were filled withhumilator comments & acts. Many sc/st peoplecomplained tht thy have faced open humilation in offices after this amendmnt. Was th govt not aware of th pure nature of its humilator people. Govt knows very well how discriminator,humilator generals behave!! Inspite of tht govt passed this amendmnt."
1583478005115246_1583632995099747,426895610773497_1583478005115246,2018-04-17T16:04:15+0000,Vote chahiye sabko...fake minority appeasement.  #Nota none of these political parties deserve our votes
1583478005115246_1583656661764047,426895610773497_1583478005115246,2018-04-17T16:37:10+0000,"who the hell they think they are? that is direct contempt of Court, apex Court no less, all of them should be thrown in jail for treason and disobedience."
1583478005115246_1583650941764619,426895610773497_1583478005115246,2018-04-17T16:29:57+0000,"Aren't the one not following SC's rulling guilty for contempt of court, it should also include those who have informally ordered the implementation. When it is official from SC to implement it then what does one need to get it formally into state."
426895610773497_1583372628459117,NULL,2018-04-17T15:30:00+0000,"He has helped 30,000 youngsters enrol in the voter's list. In 2017 alone, he enrolled 10,000 young Bengalureans as voters."
1583372628459117_1583627505100296,426895610773497_1583372628459117,2018-04-17T15:56:25+0000,There is no dearth of madness. People are avoiding real challenges of life by quitting their jobs to live hypothetical life(which is much easier).
1583372628459117_1583705018425878,426895610773497_1583372628459117,2018-04-17T17:38:28+0000,Lol why do you need to quit job for this....he could have done this in extra hours....lol not that a difficult task.....I hate myself for considering me not worthy
1583372628459117_1583691321760581,426895610773497_1583372628459117,2018-04-17T17:19:45+0000,Good work keep up
426895610773497_1583448271784886,NULL,2018-04-17T14:30:00+0000,"“Without well-maintained roads, how can there be smart cities?”"
1583448271784886_1583556755107371,426895610773497_1583448271784886,2018-04-17T14:37:34+0000,"Soldiers are fighting at the border and these anti nationals want good roads..
Where were they for the 65 years when congress ruled? Tab kyu nai mangi good roads..sab bjp k against conspiracy h opposition ki"
1583448271784886_1583568241772889,426895610773497_1583448271784886,2018-04-17T14:49:59+0000,"Roads don't have potholes, it is just that as we are getting older, our tolerance to uneven roads is decreasing"
1583448271784886_1583571178439262,426895610773497_1583448271784886,2018-04-17T14:53:21+0000,"We blame Central Govt. for everything...

We don't want to question leaders of our own constituencies...

Welcome to India...."
1583448271784886_1583587458437634,426895610773497_1583448271784886,2018-04-17T15:12:26+0000,"Do I think Modi is perfect ? NO.
Do I believe Modi doesn't make any mistake ? NO.
Do I believe Modi government has fulfilled all that we want ? NO
Do I feel he will make India like Europe or USA in his lifetime ? NO.
--------
But I stand by his side like a rock. Why ?

➤ Because I do believe he is doing whatever he can in a very honest, dedicated and committed way.

➤ Because I do believe he is giving his best to improve the country in all areas.

➤ Because I have seen that massive corruption at cabinet ministerial level has disappeared.

➤ Because I have seen that India has not witnessed any terror attack on civilians in last 4 years under his rule.

➤ Because I have seen him taking unpopular steps just to make sure subsidies and taxes reach to the poor people and not middlemen.

➤ Because I have seen him working hard to make sure India becomes a member of MTCR, Waassenar group, Australia group and achieving diplomatic successes which we couldn't think of in last many decades.

➤ Because he has pushed forward many reforms which are not going down well with people today, but will unleash a new India when the results of those reforms - structural, economic, infrastructural will be visible in next 8-10 years.

➤ Because I know even if he is not perfect, he is much better than Lalu Yadav. He is much better than Akhilesh Yadav. He is much better than Mayawati. He is much better than Mamata Banerjee. He is much better than Rahul Gandhi. 
.
➤ He is a hard working person. He has no family or anyone after him. He has his shortcomings. Which man doesn't ? Anyone of you who keep abusing him, are you even a fraction of him in dedication, focus, integrity, hard work and getting things done !! 
He is cleaner than all the names I took above. He is not corrupt. He is visionary. He has solutions to many problems (if not all).
.
➤ He may not make India like Europe or US in his lifetime however hard he tries. But atleast he is governing much better than previous regimes. Check macro and micro-economic parameters. Compare infrastructure growth. Compare core areas. Compare GDP growth. Compare wholesale and consumer inflation. Every single parameter is much healthier than before.
.
Yes there are problems. Governing a country as heterogenous and vast as India which has been reeling under problems since centuries is never a joke.

Now ask yourself - who can and who has the capability to solve your problems ?

Hardik ? Alpesh ? Jignesh ? Tejaswi ? Akhilesh ? Mayawati ? Mamata ? Lalu ? Yechury ? Kanhaiya ?
.
They all are baying for Modi's blood (not in literal sense), they grill him now and then. Have they ever suggested any single solution to the problem ? Have they ever suggested what steps will they take to solve the problems ? What is their vision ? What is their method ? 
Negative politics bordering the line of activism is good. But it is never right for country when the alternative is absent.
.
That's why I am and I will stand with Narendra Modi Ji like a rock."
1583448271784886_1583796508416729,426895610773497_1583448271784886,2018-04-17T19:51:08+0000,Road building is a basic corruption level in our country everyone knows that.
1583448271784886_1583561475106899,426895610773497_1583448271784886,2018-04-17T14:42:51+0000,There are many potholes in our country's gobarment and chuticiary system too so we cannot expect the maintainance of roads if the law and government itself is impotent.😊
1583448271784886_1583576021772111,426895610773497_1583448271784886,2018-04-17T14:58:56+0000,And looting public money and making empires is the right of politicians of Democracy in India? who is great in democracy? peoples representatives or people?
1583448271784886_1583737871755926,426895610773497_1583448271784886,2018-04-17T18:19:20+0000,Harsh Hirani since when ?
1583448271784886_1583696268426753,426895610773497_1583448271784886,2018-04-17T17:25:34+0000,"We pay thousands of rupees in term of Taxes ...Road tax, Income tax
Payroll tax Property tax, Consumption tax Tariff tax,
Capitation, Fees and tolls.... for such wondrful return..!by the way u need to link ur AADHAR"
1583448271784886_1583612345101812,426895610773497_1583448271784886,2018-04-17T15:39:08+0000,Bangalore has the worst ever roads possible... and admin lives here.. I think is gone blind when he travels in city...
1583448271784886_1583801798416200,426895610773497_1583448271784886,2018-04-17T19:56:40+0000,"It's enough if on papers and slogans say, DIGITAL INDIA, CLEAN  INDIA."
1583448271784886_1583769118419468,426895610773497_1583448271784886,2018-04-17T19:06:59+0000,Smart city ka toh pata nahi Magar modi Raj me jahil city toh bht zyada tezi se banraha hai
1583448271784886_1583590571770656,426895610773497_1583448271784886,2018-04-17T15:15:58+0000,Why faces in the pic are blurred??
1583448271784886_1583560128440367,426895610773497_1583448271784886,2018-04-17T14:40:58+0000,Yes I agre and now no one's talking of smart cities concept which was in the air for long??
1583448271784886_1583585558437824,426895610773497_1583448271784886,2018-04-17T15:10:45+0000,Where. Does. Our.   Tax.  Go.  ??
1583448271784886_1583561375106909,426895610773497_1583448271784886,2018-04-17T14:42:41+0000,BANANA
1583448271784886_1583771381752575,426895610773497_1583448271784886,2018-04-17T19:11:06+0000,Footpaths? What is that?
1583448271784886_1583571185105928,426895610773497_1583448271784886,2018-04-17T14:53:21+0000,Aurangabad
426895610773497_1583475908448789,NULL,2018-04-17T14:00:01+0000,"The prices of premium trains have slashed down by Rs 40 to Rs 60 per ticket because the prices for catering services, which are pre-paid and are inbuilt into the ticket fares, have come down."
1583475908448789_1583602351769478,426895610773497_1583475908448789,2018-04-17T15:28:40+0000,"good initiative as food inflation is near 0%, but fuel prices are in sky rocketing mode so i am interested to know- will railways run trains on roads as well?"
1583475908448789_1583562978440082,426895610773497_1583475908448789,2018-04-17T14:44:32+0000,"OMG ,, 60 Rs ...its so much they have slashed ...i was thinking of the dynamic charge they are using these daz on premium trains where they charge a normal ticket its 2 times ..."
1583475908448789_1583580851771628,426895610773497_1583475908448789,2018-04-17T15:04:10+0000,Fares of normal trains were increased earlier and for premium trains is being reduced.  How it will help common man?
1583475908448789_1583635035099543,426895610773497_1583475908448789,2018-04-17T16:07:17+0000,If my guess is correct that ticket counter in the pic is of Darjeeling Railway Station of the prestigious Toy Train.
1583475908448789_1583618071767906,426895610773497_1583475908448789,2018-04-17T15:44:53+0000,"what about quality of food, any steps to improve that"
1583475908448789_1583530631776650,426895610773497_1583475908448789,2018-04-17T14:04:04+0000,And on slashed prize apply GST..: :-D
426895610773497_1583445961785117,NULL,2018-04-17T13:30:00+0000,Only Rs 3000 per year is allocated for play learning material per Anganwadi. Many centres are run in very small rooms which deprive children of play area.
1583445961785117_1583526485110398,426895610773497_1583445961785117,2018-04-17T14:00:05+0000,"I do sympathize with the current situation and I sincerely feel that all these demands are just and must be addressed by governments.
Having said that, I have bigger concerns like 
1. Population: ones who can support more than 1 / 2 child are stopping at 1 - 2 child whereas others don’t know where to stop.
2. Direct and Indirect Tax collection: hardly 1.5 % of the population pays income tax to the government; and everybody demands facilities. 
3. Corruption n all: don’t need to write anything here.

Point is; no matter how much empathy people like us show, sometimes when politicians announce freebies and what not, then a thought comes.....how long as a society we can sustain this."
1583445961785117_1583892231740490,426895610773497_1583445961785117,2018-04-17T22:38:42+0000,This is disturbing.. I sincerely hope that the government addresses these issues..
1583445961785117_1583526521777061,426895610773497_1583445961785117,2018-04-17T14:00:08+0000,And they collect education cess🤔
1583445961785117_1583735571756156,426895610773497_1583445961785117,2018-04-17T18:16:35+0000,Sahil Babbar Piyali ThakurRishabh Bansal
426895610773497_1583447891784924,NULL,2018-04-17T13:00:01+0000,An investigation by India Today revealed that “trackmen” who were supposed to be looking after the tracks are being used for another job.
1583447891784924_1583510511778662,426895610773497_1583447891784924,2018-04-17T13:39:17+0000,"This feudal practice has been going on over the years and high ups in railway are well aware of it but why blame railways only, other government organisation are no exception.Usually temporary workers are engaged for this purpose but sometimes fourth class staffs also do it. This is one kind of exploitation knowing well there wouldn't be any refusal as that will be detrimental for them"
1583447891784924_1583501248446255,426895610773497_1583447891784924,2018-04-17T13:30:18+0000,"So who was the ""official"" who was suspended?
The Asst. Divisional Engineer (who's actually the officer here)
Or the sr. Section engineer (who's just a supervisor and only does whatever the Asst. Div engg or other higher officials say him to do.
Most probably the SSE because he followed the higher authorities order and threats of Railway Labor Unions and the preference of the track men themselves. 
Besides most of these track men work in official houses as per their own wish because the field job involves patrolling and working in the hottest times of summer and coldest nights of winter (which themselves are against some state level labor laws) and is really dangerous sometimes because of possibility of run over by train or attack from wild animals in forest zones."
1583447891784924_1583538358442544,426895610773497_1583447891784924,2018-04-17T14:13:35+0000,Shameless people. Shame on the system.
1583447891784924_1583542018442178,426895610773497_1583447891784924,2018-04-17T14:18:38+0000,Welcome to india
1583447891784924_1583590845103962,426895610773497_1583447891784924,2018-04-17T15:16:18+0000,"No wonder if the Station master is deployed for cleaning their bath rooms and a running driver of a train is deputed for washing their .ss also is not strange in India.  The polishing of boots or washing brassary and petty coat of ""DORA/MAAL/BABU"" is not lesser than the death of thousand  of people."
1583447891784924_1583668741762839,426895610773497_1583447891784924,2018-04-17T16:50:12+0000,It’s very common in India...nothing new
1583447891784924_1583538718442508,426895610773497_1583447891784924,2018-04-17T14:14:08+0000,Nothing new.All know.Railway must do scrutiny of utilisation of group D staff .Is there a real shortage of staff in places where the group D staff is supposed to work.
1583447891784924_1583605885102458,426895610773497_1583447891784924,2018-04-17T15:32:45+0000,Sawan Dhyani ye Hain railway wale. 😑
1583447891784924_1583485138447866,426895610773497_1583447891784924,2018-04-17T13:09:28+0000,Mukesh Kumar bhaiya aap bhi yahi karte hain
1583447891784924_1583721708424209,426895610773497_1583447891784924,2018-04-17T18:00:57+0000,Gyanendra Yadav
1583447891784924_1583486208447759,426895610773497_1583447891784924,2018-04-17T13:11:06+0000,Anurag Joseph Surin
1583447891784924_1583480325115014,426895610773497_1583447891784924,2018-04-17T13:03:00+0000,Ankit Kashyap
1583447891784924_1583528005110246,426895610773497_1583447891784924,2018-04-17T14:00:57+0000,Worlds next superpower!
1583447891784924_1583484018447978,426895610773497_1583447891784924,2018-04-17T13:07:49+0000,And Hindutvadi bigots spreading rumours that Pakistani Terrorist are involved in all these Train incident.
1583447891784924_1583497401779973,426895610773497_1583447891784924,2018-04-17T13:25:30+0000,Irony
426895610773497_1583457475117299,NULL,2018-04-17T12:31:24+0000,via - Sports Possible
1583457475117299_1583715221758191,426895610773497_1583457475117299,2018-04-17T17:52:11+0000,We are proud of you you are idol for coming generation
1583457475117299_1583658175097229,426895610773497_1583457475117299,2018-04-17T16:38:36+0000,Thank you The Logical Indian for voicing our opinion
1583457475117299_1583880321741681,426895610773497_1583457475117299,2018-04-17T22:12:46+0000,U guys encourage far far more than any other athletes...well said ...well done..keep it up
1583457475117299_1583668241762889,426895610773497_1583457475117299,2018-04-17T16:49:41+0000,Congratulations 🎆 🎆  Indian champions 👍👍👍👍👍
